Review,Cleaned Review
"Is the best movie of the decade an over exaggeration for this movie? To put it simply, no. Everything about this film is perfect.... well, other than the stupid cliff hanger ending. But i've learn to accept it overtime. Anyway the animation is spectacular. It has so many little details that you've 100% missed. The story is also amazing. The characters all have great writing and some with unique art styles like spider-punk having different art styles almost everytime we see him because he hates consistensy. Speaking of spider-punk he's definetly my fav character. I hope he gets more screen time in the 3rd installation, beyond the spider-verse. Anyways this movie is perfect and I really look foward for the final installation for this series.",best movi decad exagger movi put simpli everyth film perfect well stupid cliff hanger end ive learn accept overtim anyway anim spectacular mani littl detail youv miss stori also amaz charact great write uniqu art style like spiderpunk differ art style almost everytim see hate consistensi speak spiderpunk he definetli fav charact hope get screen time rd instal beyond spidervers anyway movi perfect realli look foward final instal seri
"I was worried that Across the Spiderverse would not be able to match the success of it's predecessor Into the Spiderverse, but boy was I wrong. Across the Spiderverse blows it's predecessor out of the water. With higher stakes, more emotion and improvements on the already brilliant animation. My only annoyance with the film was that the British and Indian spiderman were very hard to understand, but once it hits streaming services that can be fixed with subtitles. The movie sadly does end on a cliffhanger as it is being released in two parts with the second part coming out in March 2024. I think Across the spiderverse has a real shot at the Oscar for best animated pictures, which Into the Spiderverse won in 2019.",worri across spidervers would abl match success predecessor spidervers boy wrong across spidervers blow predecessor water higher stake emot improv alreadi brilliant anim annoy film british indian spiderman hard understand hit stream servic fix subtitl movi sadli end cliffhang releas two part second part come march think across spidervers real shot oscar best anim pictur spidervers
"Just watched the movie yesterday (and rewind the last 30 minutes or so several times!).Very few times in multiple film industry's history, the sequel surpassed its predecessors. ""Into the spider-verse"" put itself in such height with every possible parameters like story-line, character buildup, animation style etc and of course the music!Before watching ""across the spider-verse"", I was confident that, this one will at most come close to the first one, AT MOST...
But boy, was I wrong!! Without leaking any (probably!) spoilers, I'll say just this one thing. I watched about 4/5k movies plus TV shows at least. And I never gladly accepted a show/ movie which ended with a cliffhanger, actually hated them. But this one will remain the SINGULAR exception. And I'll be eagerly waiting for ""beyond the spider-verse"".And the last two songs (self love and am I dreaming) hit really hard, specially after watching the movie at one go. Been listening these two songs the whole day (before, after and even during the office time!)",watch movi yesterday rewind last minut sever timesveri time multipl film industri histori sequel surpass predecessor spidervers put height everi possibl paramet like storylin charact buildup anim style etc cours musicbefor watch across spidervers confid one come close first one boy wrong without leak probabl spoiler ill say one thing watch k movi plu tv show least never gladli accept show movi end cliffhang actual hate one remain singular except ill eagerli wait beyond spiderverseand last two song self love dream hit realli hard special watch movi one go listen two song whole day even offic time
"The good: This is a gorgeous and competently made film. With every scene / direction / frame constructed meticulously and it shows. It pushes the boundaries of animated movies and does it with style. The voice acting is good. The movie respects and pays homage to spider-man lore whilst offering something fresh (hard to pull off). Almost all the side characters feel real and fleshed out - even those with minimal screen time.The bad: It's most definitely a middle chapter and the film suffers for it. The movie is long, the pacing suffers, and scenes feel drawn out - which makes sense when you understand it's not trying to reach the end. The movie 'finishes' literally in the middle of a plot beat - when it didn't need to. Empire Strikes Back has shown us how it's done. It feels like pure marketing/money making tactics. A shame.Should you watch it: If you like Into the Spider-Verse - most definitely. The film pays homage to spider-man (both on and off screen) while offering something new. It's also just a brilliantly made animated film. Highly recommended.",good gorgeou compet made film everi scene direct frame construct meticul show push boundari anim movi style voic act good movi respect pay homag spiderman lore whilst offer someth fresh hard pull almost side charact feel real flesh even minim screen timeth bad definit middl chapter film suffer movi long pace suffer scene feel drawn make sen understand tri reach end movi finish liter middl plot beat didnt need empir strike back shown u done feel like pure marketingmoney make tactic shameshould watch like spidervers definit film pay homag spiderman screen offer someth new also brilliantli made anim film highli recommend
"It's honestly absurd how good the ""Spider-Verse"" movies are. ""Across the Spider-Verse"" is just as great, if not better than ""Into the Spider-Verse"". I really don't know how. ""Spider-Man: Across the Spider-Verse"" is fantastic! Deftly juggles deeply heartfelt character beats with crazy multiverse content, just packed with so many delightful easter eggs. Loved how Gwen's story is expanded, her scenes with Shea Whigham's Captain Stacy are truly special.Can't wait for the third one. Every frame of this movie is gorgeous! I didn't want to blink because I didn't want to miss anything. You can watch this film over & over & finds something new to enjoy. There are some surprises in this film that I truly wasn't expecting.""Across the Spider-Verse"" is another milestone for animation. Yes it's gorgeous & visually mind-blowing, but this sequel surpasses the first for always putting Miles and his family front and center. The movie feels like a massive celebration for Spider-Man fans everywhere, whether you love the movies, games, comics, etc. But again, all the cameos and multiversal elements come second to both Miles and Gwen's story. Is a stunning achievement. Yes, it's visually dazzling, with expansive, expressive new realms The movie's real superpower is its emotional depth and its beautiful, melancholic tone.What more can I say...It's an actual work of art! Every frame deserves to be hung in a museum. The jokes and nods to Spidey lore are perfect. It's outstanding. ""Spider-Man: Across the Spider-Verse"" is yet another resounding win for the Lord Miller-produced universe. Hailee Steinfeld really comes into her own as Gwen Stacy. It's darker and sadder than I expected, but necessary.",honestli absurd good spidervers movi across spidervers great better spidervers realli dont know spiderman across spidervers fantast deftli juggl deepli heartfelt charact beat crazi multivers content pack mani delight easter egg love gwen stori expand scene shea whigham captain staci truli specialc wait third one everi frame movi gorgeou didnt want blink didnt want miss anyth watch film find someth new enjoy surpris film truli wasnt expectingacross spidervers anoth mileston anim ye gorgeou visual mindblow sequel surpass first alway put mile famili front center movi feel like massiv celebr spiderman fan everywher whether love movi game comic etc cameo multivers element come second mile gwen stori stun achiev ye visual dazzl expans express new realm movi real superpow emot depth beauti melanchol tonewhat sayit actual work art everi frame deserv hung museum joke nod spidey lore perfect outstand spiderman across spidervers yet anoth resound win lord millerproduc univers haile steinfeld realli come gwen staci darker sadder expect necessari
"If it wasn't already obvious in the first film, it's now officially clear as day that the people behind the Spider-Verse franchise (including writers/producers Phil Lord and Chris Miller, who are absolute creative godsends to the once magnificent place known as Hollywood) understand EXACTLY what they're working with.Don't let the marketing fool you: this film has GUTS. It's easily one of the heaviest PG-rated films I've ever seen. Payoffs and character revelations that were only hinted at in the first film are carefully, deliberately unraveled and come around beautifully. It made me think about my own life and what I mean to the people I care about in ways I never expected. The fan-service is BATTY too, and yet somehow it's never too much.I wish every movie was as good as this---but then again if the world was like that this wouldn't feel as special. So I'll just stick to being IMMENSELY grateful that it exists in this universe.This is no ordinary sequel. It's art of the highest form.",wasnt alreadi obviou first film offici clear day peopl behind spidervers franchis includ writersproduc phil lord chri miller absolut creativ godsend magnific place known hollywood understand exactli theyr work withdont let market fool film gut easili one heaviest pgrate film ive ever seen payoff charact revel hint first film care deliber unravel come around beauti made think life mean peopl care way never expect fanservic batti yet somehow never muchi wish everi movi good thisbut world like wouldnt feel special ill stick immens grate exist universethi ordinari sequel art highest form
"First off, you should know that this is the first part of one big movie split into two, Harry Potter style. Except, everyone in the theater went nuts when it ended, I guess because it doesn't have ""Part One"" in the title. It doesn't really stand on its own, as far as the story goes. So it's kind of hard to rate it, since it set up way more than it concluded. Can't wait to see the next one.Anyway, even as just one half of a two-parter, this movie is awesome. If you thought you liked the style of ""Into the Spider-Verse"", then you got another thing coming. This movie is so much more than that, it's crazy, and it does not disappoint. Boggles the mind how this much stuff can even be animated at all.The visuals have got to be seen to be believed. Every scene has so much going on, and you could even say each scene has its own art style. It goes way beyond what the first movie did, and that was already crazy. The blending of styles on its own makes this a one of a kind movie, that will be hard to replicate. I'm even sort of mad that this creative energy hadn't been released before, because we are getting some insane stuff nowadays.One small complaint I do have is that all this, combined with the very fast action can make it a bit hard to breathe sometimes. Honestly I can't take too many points off for that though.The soudtrack is great, I can't wait for it to release. There truly are some bangers in there, and most of them are actually the score of the movie, not licensed music.And the story is awesome as well, although again it's hard to judge before seeing the next one. There's a lot more going on than in the first one, and most This movie explores the character of Gwen more and it's awesome. It's still about Miles though, and that part is also cool. I loved the Spot.So yeah I could say more, but I think you should just go see it. This might end up as one of the best trilogies of all time.",first know first part one big movi split two harri potter style except everyon theater went nut end guess doesnt part one titl doesnt realli stand far stori goe kind hard rate sinc set way conclud cant wait see next oneanyway even one half twopart movi awesom thought like style spidervers got anoth thing come movi much crazi disappoint boggl mind much stuff even anim allth visual got seen believ everi scene much go could even say scene art style goe way beyond first movi alreadi crazi blend style make one kind movi hard replic im even sort mad creativ energi hadnt releas get insan stuff nowadayson small complaint combin fast action make bit hard breath sometim honestli cant take mani point thoughth soudtrack great cant wait releas truli banger actual score movi licens musicand stori awesom well although hard judg see next one there lot go first one movi explor charact gwen awesom still mile though part also cool love spotso yeah could say think go see might end one best trilog time
"This film is a visual concert. The animation and character design neatly put me to tears. The opening of the film took an approach that shocked me, but it was fantastic to watch. Many of the jokes were in the trailers, but plenty caught me off guard in the cinema. Miguel even had a couple of funny moments. The presence of existing spider characters, such as snippets of the other films, did feel somewhat strange I have to admit. However, it is made up for in how incredible this film was. It was artistic, mature, adult, and profound. It leaves the viewer on a cliffhanger that shocked me. I thought I was an hour into the film, but it was the end. I implore everyone wondering if they should see this film to do so. Easily the best film I have seen in a long time and the best film to see in theaters. A true masterpiece.",film visual concert anim charact design neatli put tear open film took approach shock fantast watch mani joke trailer plenti caught guard cinema miguel even coupl funni moment presenc exist spider charact snippet film feel somewhat strang admit howev made incred film artist matur adult profound leav viewer cliffhang shock thought hour film end implor everyon wonder see film easili best film seen long time best film see theater true masterpiec
"The animation, flow of everything, genius character development, and action were all electrifying! This is one of the best Spider-Man adaptions deserving of the high ratings entirely. I love all the portals connecting to other dimensions and Spot is such a fun villain. Shemeik Moore, Hailee Steinfield, Jake Johnson, and Oscar Issac among everyone else was superb so much talent this movie better be nominated for best animated feature like the previous one was years back deserving of its win! For a movie that's fairly long it stayed entertaining from start to finish and keeps you wanting more, I loved it all so much.Also since this review is doing well I have autism and would love any opportunity to be more known in the world! My real name is Alex Nolan and I crave movies a lot since I was quite young. I wish I could work on movies and spend time with famous people.",anim flow everyth geniu charact develop action electrifi one best spiderman adapt deserv high rate entir love portal connect dimens spot fun villain shemeik moor haile steinfield jake johnson oscar issac among everyon el superb much talent movi better nomin best anim featur like previou one year back deserv win movi that fairli long stay entertain start finish keep want love muchalso sinc review well autism would love opportun known world real name alex nolan crave movi lot sinc quit young wish could work movi spend time famou peopl
"I am absolutely lost for words. How the hell did they top the first one??? This is easily, without a shadow of a doubt, the film of the year. It perfectly balances humour and emotional beats on a razor thin blade. It's richly layered, complex and the attention to detail is absolutely incredible. The story is phenomenal, the characters are believable and have excellent levels of depth, the soundtrack is fantastic. My expectations were completely exceeded, I spent the entire 2h 30m runtime in awe. But one thing above all deserves very special praise :THE ARTWORK.This films aesthetic is jaw-dropping, I found myself plunged (for the second time now) straight into the pages of a comic book from my youth. The use of colour is remarkable, the animation is smoother than silk, the textures, the backgrounds, the lighting, the style itself - everything blends together perfectly to create one of the most visually stunning things ever committed to the screen. Almost any shot could be a painting, with inextricable layers upon layers of marvellous detail, hand-crafted by some extremely talented individuals. This is cinema.If this doesn't win the Oscar for best animated feature I'm rioting, and you'd better join me. GO AND SEE THIS FILM RIGHT NOW.",absolut lost word hell top first one easili without shadow doubt film year perfectli balanc humour emot beat razor thin blade richli layer complex attent detail absolut incred stori phenomen charact believ excel level depth soundtrack fantast expect complet exceed spent entir h runtim awe one thing deserv special prais artworkthi film aesthet jawdrop found plung second time straight page comic book youth use colour remark anim smoother silk textur background light style everyth blend togeth perfectli creat one visual stun thing ever commit screen almost shot could paint inextric layer upon layer marvel detail handcraft extrem talent individu cinemaif doesnt win oscar best anim featur im riot youd better join go see film right
"It just excels in every category! Peak cinema right there. I can't imagine the amount of work that went into this movie, every aspect of it just blew me away.Words cannot accurately describe this experience so I'm not even gonna try. I can't remember the last time I was so hooked for more than 2 hours in a cinema. So much emotion, beauty and cool-ness!It's time for everyone to appreciate animation as a veritable film genre and give it the recognition it deserves. Across the Spider-Verse perfectly shows that you just can't do in a live-action movie what you can do with animation. I 100% think that the richness of emotions this masterpiece conveys was greatly benefited by the animation and its mesmerizing style. Just see it and you'll agree!",excel everi categori peak cinema right cant imagin amount work went movi everi aspect blew awayword accur describ experi im even gon na tri cant rememb last time hook hour cinema much emot beauti coolnessit time everyon appreci anim verit film genr give recognit deserv across spidervers perfectli show cant liveact movi anim think rich emot masterpiec convey greatli benefit anim mesmer style see youll agre
"Let me just say that the first hour of this film had me hooked and I just knew this film surpass it's predecessor in terms of the story & entertainment. Around the 2 hour mark I started wondering when or if there would be a climax? Various scenes felt like they were dragging on for way too long. We really didn't need all the scenes of Peter B. Parker and his child. For me personally I felt like there was no build up or anticipation due to how long certain scenes played out. Then the film ended on a cliffhanger and then I understood, this film is a middle movie, a gateway between the first film and the next film and unfortunately it showed. They didn't have a definitive ending for this film which is fine but at some point the scenes just felt like filler. I believe it is still a movie worth seeing, however, it falls short of the first movie in terms of keeping my attention.",let say first hour film hook knew film surpass predecessor term stori entertain around hour mark start wonder would climax variou scene felt like drag way long realli didnt need scene peter b parker child person felt like build anticip due long certain scene play film end cliffhang understood film middl movi gateway first film next film unfortun show didnt definit end film fine point scene felt like filler believ still movi worth see howev fall short first movi term keep attent
"I rarely write reviews, but this movie is truly exceptional. It takes everything that was great about the first film and elevates it to a whole new level. I have honestly never witnessed such remarkable animation as in ""Across the Spider-Verse."" The visuals are breathtaking, featuring a wide array of styles. It is a true multiverse experience, with an abundance of captivating details in every frame, including numerous Easter eggs and a vibrant color palette. I found myself not wanting it to end, despite its substantial length. Knowing that the next part will be released in 2024 brings me immense joy because waiting a few more years to see how this story unfolds would be agonizing.The story is exceptionally well-crafted, expanding upon the existing characters while introducing new ones and incorporating intriguing twists. The humor throughout the film is spot-on, providing moments of levity without undermining the emotional depth of the narrative.Just go and see it!",rare write review movi truli except take everyth great first film elev whole new level honestli never wit remark anim across spidervers visual breathtak featur wide array style true multivers experi abund captiv detail everi frame includ numer easter egg vibrant color palett found want end despit substanti length know next part releas bring immens joy wait year see stori unfold would agonizingth stori except wellcraft expand upon exist charact introduc new one incorpor intrigu twist humor throughout film spoton provid moment leviti without undermin emot depth narrativejust go see
"The first movie was great; original, funny, interesting, diverse. This movie is like you when say you like a song, so they play the same song twice as loud hoping you love it twice as much. It more disjointed, the emotions get lost, and really, the ending? In 2 hours and 16 minutes you can bring this movie to at least a temporary conclusion? The villain does not have a good enough back story to carry one, much less two movies. That said some of the spiderverses we see were very creative (especially India-Manhattan mix), and the lead character is as always very likeable. It's like they really didn't much else to say, and then they take too long to say what they did.",first movi great origin funni interest diver movi like say like song play song twice loud hope love twice much disjoint emot get lost realli end hour minut bring movi least temporari conclus villain good enough back stori carri one much le two movi said spidervers see creativ especi indiamanhattan mix lead charact alway likeabl like realli didnt much el say take long say
"I loved into the spiderverse, it had great animation, great characters, great plot development and great music. There is simply no way across the spiderverse is better. By the end of this it felt like they were dragging it out and I had lost interest quite some time previously. The animation is good but sometimes less is more, and there was less differentiation between the styles, I don't think bill sienkiewicz was involved in this one. I remember my emotions building in the first one, peaking when what's up danger kicked in in the soundtrack, but this got into some schlocky emotional teen drama territory that made me yawn. I also felt it was a bit cynical to split it in two, I'm sure the full story could have been told in one movie which would have upped the quality of the animation too. Then there was the sense of universal danger overload that this and other stories revert to to ramp up the drama; whether a universe or every parallel universe and it's uncle is at stake, who cares, trying to make it bigger than before doesn't increase drama, that comes from character and plot development, yeah, like it did in the first one. It needed more jokes too, nowhere near as funny as the last time.",love spidervers great anim great charact great plot develop great music simpli way across spidervers better end felt like drag lost interest quit time previous anim good sometim le le differenti style dont think bill sienkiewicz involv one rememb emot build first one peak what danger kick soundtrack got schlocki emot teen drama territori made yawn also felt bit cynic split two im sure full stori could told one movi would up qualiti anim sen univers danger overload stori revert ramp drama whether univers everi parallel univers uncl stake care tri make bigger doesnt increas drama come charact plot develop yeah like first one need joke nowher near funni last time
"The 5 years was worth the wait. Amazing animation, beautiful characters with rich backstories, the fights are amazing, Gwen's story is amazing, EVERYTHING IS AMAZING! This entire movie is gorgeous and keeps you hooked and almost forces you to continue watching, that's how amazing it is. The hype around this movie was 100% deserved and made sense, seeing as how this movie may be the greatest film I have ever seen.This isn't your run of the mill kids move, action movie, animated movie. It's a masterpiece that all ages can enjoy. An amazing sequel that sets extremely high hopes for the third movie.",year worth wait amaz anim beauti charact rich backstori fight amaz gwen stori amaz everyth amaz entir movi gorgeou keep hook almost forc continu watch that amaz hype around movi deserv made sen see movi may greatest film ever seenthi isnt run mill kid move action movi anim movi masterpiec age enjoy amaz sequel set extrem high hope third movi
"It was the best, Probably the best animation i saw in my entire life.The art style was amazing, Sound design was perfect and even the storyline was too good!I hope the part 2 will release sooner!At my oponion, it was best spider man movie, You need to see this.Storyline was a kinda teenager type and was so goodI'll hope to see part 2
It was the best, Probably the best animation i saw in my entire life.The art style was amazing, Sound design was perfect and even the storyline was too good!Sony did great in this show, It will be in my memory for years, That was great for someone like me.",best probabl best anim saw entir lifeth art style amaz sound design perfect even storylin goodi hope part releas soonerat oponion best spider man movi need see thisstorylin kinda teenag type goodil hope see part best probabl best anim saw entir lifeth art style amaz sound design perfect even storylin goodsoni great show memori year great someon like
"It's been some time since I've walked out from a cinema feeling as satisfied by a film as this!I enjoyed Into The Spider-verse, in my humble opinion, this went one better, my anticipation for the next installment has definitely gone up a few notches.The best element for me, the visuals, I'd argue this was a labour of love by the team behind it, it looks sublime, the action sequences are seamless, one to the next, jaw dropping.Pacing is terrific, visit the loo or go for a drink at your peril, you may just miss something.I think this is a film that fans of Spider Man, any fans, new or old will enjoy, its appeal is so broad.I'm not a die hard Spidey fan, so some of it went over my head, but I am reliably informed by my fellow cinema goers that there were plenty of Easter eggs to hunt, lots of references to all forms of Spider Man.Shameik Moore did a first rate job, as did Hailee Steinfeld as Gwen, her character development was a key element.I assume this will win many awards, it deserves to, that good I'm going again!!!Nailed it!! 10/10.",time sinc ive walk cinema feel satisfi film thisi enjoy spidervers humbl opinion went one better anticip next instal definit gone notchesth best element visual id argu labour love team behind look sublim action sequenc seamless one next jaw droppingpac terrif visit loo go drink peril may miss somethingi think film fan spider man fan new old enjoy appeal broadim die hard spidey fan went head reliabl inform fellow cinema goer plenti easter egg hunt lot refer form spider manshameik moor first rate job haile steinfeld gwen charact develop key elementi assum win mani award deserv good im go againnail
"I said it and I don't feel sorry about it! I'm not a comic book lover but I am a bit of a nerd. I really enjoyed the first movie and it's aesthetic. This movie is better! Better I tell you! The story is well done... the visuals are mesmerizing... the score just clicks with the visual and story like Lego. I wanted more! I craved more! I was angry then it ended, because it ended. This these movies define what a comic book movie should be like. It makes the MCU seem like a dumpster of hot garbage. So well done!! Easily one of the best movies of the last 5 years.... Do yourself a favor... go see it. Do a friend a favor and take them with you.",said dont feel sorri im comic book lover bit nerd realli enjoy first movi aesthet movi better better tell stori well done visual mesmer score click visual stori like lego want crave angri end end movi defin comic book movi like make mcu seem like dumpster hot garbag well done easili one best movi last year favor go see friend favor take
"If there is one downside to it, it is that you must rewatch it to see everything.And with that out of the way, just go and enjoy Spider-Man: Across the Spider-Verse. The graphics are phenomenal. Just take a sec to look at the backgrounds. The colors. The emotions. The psychology of it all.The story takes off where the previous one ended. Almost. There is some time in between. A story true to the characters. Duty, responsibility friendship, commitment, love. And you know, with great power comes great responsibility.I went in with a friend and my not-so-young kids and we all enjoyed the time. And so happy there was no break. There simply is no need for a break.Favorite movie of the year. So far.Enjoy it. At least 2 times ;-).",one downsid must rewatch see everythingand way go enjoy spiderman across spidervers graphic phenomen take sec look background color emot psycholog allth stori take previou one end almost time stori true charact duti respons friendship commit love know great power come great responsibilityi went friend notsoyoung kid enjoy time happi break simpli need breakfavorit movi year farenjoy least time
"Spider-man was a a visually transcendent cinematic experienceThat movie just did some incredible things for animation & story telling. It's ability to craft a physically, visual web of representation of all of the marvel universe, what it is and can be.And to top it off I bought the only ticket in the center of the IMAX movie theater. And I went Alone, because theres nothing wrong with carving our own path.. just like this movie... seriously if i could give a standing ovation without being literally the only dummy standing in the room. I would!Take mind: i was microdosing mushrooms, nonetheless im sure the majority of people would agree10/10.",spiderman visual transcend cinemat experiencethat movi incred thing anim stori tell abil craft physic visual web represent marvel univers beand top bought ticket center imax movi theater went alon there noth wrong carv path like movi serious could give stand ovat without liter dummi stand room wouldtak mind microdos mushroom nonetheless im sure major peopl would agre
"I was a huge fan of the first movie, excited for the sequel and pretty hopeful after I saw massive amount of RAVE reviews online claiming it to be better than the original. Well, that couldn't be further from the truth. The runtime was way too long and I FELT it from the beginning of the movie! (during Gwen's 20 minute opening.) By the time the film picked up its pace and stakes (the last 30 minutes) I was already mentally checking out, watching the time and waiting for it to end. And yes, basically nothing is resolved by the end of it, if you're wondering. Multiple people in my theater were groaning as the credits began rolling, due to the cliffhanger. Scenes stretched on far too long, had repetitive dialogue and just set up the final movie. I truly don't see the hype about this one. I think the wrap up next year will be good, I have seen films do a better job in a trilogy of making the second movie mean something. I feel harsh saying this, as the animation, soundtrack and characters are awesome! I just feel like people are acting like this is the best animated movie to be released, but it's just not. It doesn't live up to the greatness of it's predecessor. Hopefully the finale next year will make it all worth it!",huge fan first movi excit sequel pretti hope saw massiv amount rave review onlin claim better origin well couldnt truth runtim way long felt begin movi gwen minut open time film pick pace stake last minut alreadi mental check watch time wait end ye basic noth resolv end your wonder multipl peopl theater groan credit began roll due cliffhang scene stretch far long repetit dialogu set final movi truli dont see hype one think wrap next year good seen film better job trilog make second movi mean someth feel harsh say anim soundtrack charact awesom feel like peopl act like best anim movi releas doesnt live great predecessor hope final next year make worth
"I went into this movie expecting it to be good but I didn't think it would surpass its predecessor 'Into the Spider-verse'. Boy, was I wrong and I've never been more happy to be wrong!!! Not only is this the greatest Spiderman film ever, I'm going to take it a couple of steps further and say that its the greatest animated film of all time and a top 5 comic book film of all time. I'd put this movie in the same tier as 'The Dark Knight', 'Avengers: Infinity War', 'Logan' it is THAT good. This movie was an absolute masterpiece from start to finish. I fully expect this movie to sweep the Oscars for animated films and I expect it to be a candidate for film of the year!!!! I highly recommend everyone go see this film asap.",went movi expect good didnt think would surpass predecessor spidervers boy wrong ive never happi wrong greatest spiderman film ever im go take coupl step say greatest anim film time top comic book film time id put movi tier dark knight aveng infin war logan good movi absolut masterpiec start finish fulli expect movi sweep oscar anim film expect candid film year highli recommend everyon go see film asap
"Spider-Man: Into the Spider-Verse is probably my favorite Spider-Man movie. However, my feelings about Spider-Man: Across the Spider-Verse are currently glitching. On one hand, the action scenes are spectacular, and the animation is, once again, amazing. On the other hand, this movie is 2 hours and 20 minutes long and it feels like it. Plus, the visuals can be so kinetic that the film becomes busy & chaotic. This sequel offers some real drama, however it's not a complete story, and it ends on a cliffhanger. I think my rating will solidify when I watch Beyond the Spider-Verse and see how it all ends.",spiderman spidervers probabl favorit spiderman movi howev feel spiderman across spidervers current glitch one hand action scene spectacular anim amaz hand movi hour minut long feel like plu visual kinet film becom busi chaotic sequel offer real drama howev complet stori end cliffhang think rate solidifi watch beyond spidervers see end
